"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456412,"2013/04/29","Mon",0.98639
2456413,"2013/04/30","Tue",0.99285
2456414,"2013/05/01","Wed",0.99167
2456415,"2013/05/02","Thu",0.99177
2456416,"2013/05/03","Fri",0.99216
"(C) 2013 Prof. Werner Antweiler, UBC"
