"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455649,"2011/03/28","Mon",83.682
2455650,"2011/03/29","Tue",84.388
2455651,"2011/03/30","Wed",85.397
2455652,"2011/03/31","Thu",85.179
2455653,"2011/04/01","Fri",87.260
"(C) 2011 Prof. Werner Antweiler, UBC"
