"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455733,"2011/06/20","Mon",1.0220
2455734,"2011/06/21","Tue",1.0284
2455735,"2011/06/22","Wed",1.0282
2455736,"2011/06/23","Thu",1.0205
2455737,"2011/06/24","Fri",1.0153
"(C) 2011 Prof. Werner Antweiler, UBC"
