"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456321,"2013/01/28","Mon",0.63319
2456322,"2013/01/29","Tue",0.63311
2456323,"2013/01/30","Wed",0.63115
2456324,"2013/01/31","Thu",0.63123
2456325,"2013/02/01","Fri",0.63601
"(C) 2013 Prof. Werner Antweiler, UBC"
