"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455187,"2009/12/21","Mon",85.837
2455188,"2009/12/22","Tue",86.881
2455189,"2009/12/23","Wed",87.336
2455190,"2009/12/24","Thu",87.413
"(C) 2009 Prof. Werner Antweiler, UBC"
