"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455957,"2012/01/30","Mon",0.94135
2455958,"2012/01/31","Tue",0.93870
2455959,"2012/02/01","Wed",0.93475
2455960,"2012/02/02","Thu",0.93449
2455961,"2012/02/03","Fri",0.93441
"(C) 2012 Prof. Werner Antweiler, UBC"
