"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456377,"2013/03/25","Mon",0.97867
2456378,"2013/03/26","Tue",0.98367
2456379,"2013/03/27","Wed",0.98328
2456380,"2013/03/28","Thu",0.98464
"(C) 2013 Prof. Werner Antweiler, UBC"
