"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456503,"2013/07/29","Mon",1.0583
2456504,"2013/07/30","Tue",1.0723
2456505,"2013/07/31","Wed",1.0851
2456506,"2013/08/01","Thu",1.0847
2456507,"2013/08/02","Fri",1.0821
"(C) 2013 Prof. Werner Antweiler, UBC"
