"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455586,"2011/01/24","Mon",0.73730
2455587,"2011/01/25","Tue",0.73400
2455588,"2011/01/26","Wed",0.73400
2455589,"2011/01/27","Thu",0.73502
2455590,"2011/01/28","Fri",0.73573
"(C) 2011 Prof. Werner Antweiler, UBC"
