"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456503,"2013/07/29","Mon",95.329
2456504,"2013/07/30","Tue",95.238
2456505,"2013/07/31","Wed",95.602
2456506,"2013/08/01","Thu",96.061
2456507,"2013/08/02","Fri",95.420
"(C) 2013 Prof. Werner Antweiler, UBC"
