"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456293,"2012/12/31","Mon",0.61812
2456295,"2013/01/02","Wed",0.62403
2456296,"2013/01/03","Thu",0.62842
2456297,"2013/01/04","Fri",0.63271
"(C) 2013 Prof. Werner Antweiler, UBC"
