"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455706,"2011/05/24","Tue",0.90058
2455707,"2011/05/25","Wed",0.89302
2455708,"2011/05/26","Thu",0.88355
2455709,"2011/05/27","Fri",0.87207
"(C) 2011 Prof. Werner Antweiler, UBC"
