"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456343,"2013/02/19","Tue",0.73833
2456344,"2013/02/20","Wed",0.73708
2456345,"2013/02/21","Thu",0.74360
2456346,"2013/02/22","Fri",0.74294
"(C) 2013 Prof. Werner Antweiler, UBC"
