"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456748,"2014/03/31","Mon",0.97561
2456749,"2014/04/01","Tue",0.98030
2456750,"2014/04/02","Wed",0.98164
2456751,"2014/04/03","Thu",0.98309
2456752,"2014/04/04","Fri",0.98039
"(C) 2014 Prof. Werner Antweiler, UBC"
