"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455712,"2011/05/30","Mon",0.87329
2455713,"2011/05/31","Tue",0.88005
2455714,"2011/06/01","Wed",0.86528
2455715,"2011/06/02","Thu",0.86170
"(C) 2011 Prof. Werner Antweiler, UBC"
