"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456717,"2014/02/28","Fri",0.79554
2456720,"2014/03/03","Mon",0.79422
2456721,"2014/03/04","Tue",0.79802
2456722,"2014/03/05","Wed",0.80289
2456723,"2014/03/06","Thu",0.80341
2456724,"2014/03/07","Fri",0.79233
"(C) 2014 Prof. Werner Antweiler, UBC"
