"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456496,"2013/07/22","Mon",0.90522
2456497,"2013/07/23","Tue",0.90917
2456498,"2013/07/24","Wed",0.90835
2456499,"2013/07/25","Thu",0.90777
2456500,"2013/07/26","Fri",0.90269
"(C) 2013 Prof. Werner Antweiler, UBC"
