"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455187,"2009/12/21","Mon",0.94393
2455188,"2009/12/22","Tue",0.94733
2455189,"2009/12/23","Wed",0.95456
2455190,"2009/12/24","Thu",0.95347
"(C) 2009 Prof. Werner Antweiler, UBC"
