"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455950,"2012/01/23","Mon",0.76109
2455951,"2012/01/24","Tue",0.76167
2455952,"2012/01/25","Wed",0.76144
2455953,"2012/01/26","Thu",0.76138
2455954,"2012/01/27","Fri",0.75706
"(C) 2012 Prof. Werner Antweiler, UBC"
