"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456048,"2012/04/30","Mon",0.97182
2456049,"2012/05/01","Tue",0.98251
2456050,"2012/05/02","Wed",0.98106
2456051,"2012/05/03","Thu",0.98765
2456052,"2012/05/04","Fri",0.98571
"(C) 2012 Prof. Werner Antweiler, UBC"
