"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456594,"2013/10/28","Mon",0.69454
2456595,"2013/10/29","Tue",0.69527
2456596,"2013/10/30","Wed",0.69454
2456597,"2013/10/31","Thu",0.70537
2456598,"2013/11/01","Fri",0.71003
"(C) 2013 Prof. Werner Antweiler, UBC"
