"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456587,"2013/10/21","Mon",0.71038
2456588,"2013/10/22","Tue",0.70582
2456589,"2013/10/23","Wed",0.69852
2456590,"2013/10/24","Thu",0.69478
2456591,"2013/10/25","Fri",0.69372
"(C) 2013 Prof. Werner Antweiler, UBC"
