"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456412,"2013/04/29","Mon",96.805
2456413,"2013/04/30","Tue",96.805
2456414,"2013/05/01","Wed",96.432
2456415,"2013/05/02","Thu",97.182
2456416,"2013/05/03","Fri",98.328
"(C) 2013 Prof. Werner Antweiler, UBC"
