"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455930,"2012/01/03","Tue",75.988
2455931,"2012/01/04","Wed",75.643
2455932,"2012/01/05","Thu",75.700
2455933,"2012/01/06","Fri",75.301
"(C) 2012 Prof. Werner Antweiler, UBC"
