"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456440,"2013/05/27","Mon",0.64136
2456441,"2013/05/28","Tue",0.64025
2456442,"2013/05/29","Wed",0.63780
2456443,"2013/05/30","Thu",0.63796
2456444,"2013/05/31","Fri",0.63702
"(C) 2013 Prof. Werner Antweiler, UBC"
