"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456286,"2012/12/24","Mon",85.543
2456289,"2012/12/27","Thu",86.505
2456290,"2012/12/28","Fri",86.505
"(C) 2012 Prof. Werner Antweiler, UBC"
