"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455649,"2011/03/28","Mon",0.63963
2455650,"2011/03/29","Tue",0.64103
2455651,"2011/03/30","Wed",0.64193
2455652,"2011/03/31","Thu",0.64123
2455653,"2011/04/01","Fri",0.64379
"(C) 2011 Prof. Werner Antweiler, UBC"
