"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456070,"2012/05/22","Tue",0.77053
2456071,"2012/05/23","Wed",0.77429
2456072,"2012/05/24","Thu",0.77346
2456073,"2012/05/25","Fri",0.77670
"(C) 2012 Prof. Werner Antweiler, UBC"
