"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456650,"2013/12/23","Mon",0.68842
2456651,"2013/12/24","Tue",0.68861
2456654,"2013/12/27","Fri",0.67916
2456657,"2013/12/30","Mon",0.68032
2456658,"2013/12/31","Tue",0.68236
2456660,"2014/01/02","Thu",0.68799
2456661,"2014/01/03","Fri",0.69252
"(C) 2014 Prof. Werner Antweiler, UBC"
