"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456531,"2013/08/26","Mon",0.87781
2456532,"2013/08/27","Tue",0.87474
2456533,"2013/08/28","Wed",0.87897
2456534,"2013/08/29","Thu",0.88511
2456535,"2013/08/30","Fri",0.88261
"(C) 2013 Prof. Werner Antweiler, UBC"
