"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456685,"2014/01/27","Mon",0.65876
2456686,"2014/01/28","Tue",0.65664
2456687,"2014/01/29","Wed",0.65660
2456688,"2014/01/30","Thu",0.66068
2456689,"2014/01/31","Fri",0.66618
"(C) 2014 Prof. Werner Antweiler, UBC"
