"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456804,"2014/05/26","Mon",0.67504
2456805,"2014/05/27","Tue",0.67563
2456806,"2014/05/28","Wed",0.67691
2456807,"2014/05/29","Thu",0.67810
2456808,"2014/05/30","Fri",0.67467
"(C) 2014 Prof. Werner Antweiler, UBC"
