"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456776,"2014/04/28","Mon",0.97953
2456777,"2014/04/29","Tue",0.98454
2456778,"2014/04/30","Wed",0.98338
2456779,"2014/05/01","Thu",0.98338
2456780,"2014/05/02","Fri",0.98454
"(C) 2014 Prof. Werner Antweiler, UBC"
