"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456070,"2012/05/22","Tue",0.99394
2456071,"2012/05/23","Wed",1.00271
2456072,"2012/05/24","Thu",0.99582
2456073,"2012/05/25","Fri",0.99453
"(C) 2012 Prof. Werner Antweiler, UBC"
