"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455706,"2011/05/24","Tue",0.96927
2455707,"2011/05/25","Wed",0.97201
2455708,"2011/05/26","Thu",0.96274
2455709,"2011/05/27","Fri",0.95557
"(C) 2011 Prof. Werner Antweiler, UBC"
