"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455866,"2011/10/31","Mon",78.493
2455867,"2011/11/01","Tue",76.746
2455868,"2011/11/02","Wed",77.042
2455869,"2011/11/03","Thu",76.982
2455870,"2011/11/04","Fri",76.805
"(C) 2011 Prof. Werner Antweiler, UBC"
