"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456104,"2012/06/25","Mon",0.97059
2456105,"2012/06/26","Tue",0.97418
2456106,"2012/06/27","Wed",0.97494
2456107,"2012/06/28","Thu",0.96777
2456108,"2012/06/29","Fri",0.98126
"(C) 2012 Prof. Werner Antweiler, UBC"
