"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456167,"2012/08/27","Mon",0.63984
2456168,"2012/08/28","Tue",0.64053
2456169,"2012/08/29","Wed",0.63935
2456170,"2012/08/30","Thu",0.63792
2456171,"2012/08/31","Fri",0.63918
"(C) 2012 Prof. Werner Antweiler, UBC"
