"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456776,"2014/04/28","Mon",0.53914
2456777,"2014/04/29","Tue",0.54204
2456778,"2014/04/30","Wed",0.54060
2456779,"2014/05/01","Thu",0.53964
2456780,"2014/05/02","Fri",0.54039
"(C) 2014 Prof. Werner Antweiler, UBC"
