"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456286,"2012/12/24","Mon",0.76546
2456289,"2012/12/27","Thu",0.75988
2456290,"2012/12/28","Fri",0.76005
"(C) 2012 Prof. Werner Antweiler, UBC"
