"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455649,"2011/03/28","Mon",0.99691
2455650,"2011/03/29","Tue",0.99820
2455651,"2011/03/30","Wed",0.99761
2455652,"2011/03/31","Thu",0.99354
2455653,"2011/04/01","Fri",0.99990
"(C) 2011 Prof. Werner Antweiler, UBC"
