"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456566,"2013/09/30","Mon",1.0409
2456567,"2013/10/01","Tue",1.0310
2456568,"2013/10/02","Wed",1.0335
2456569,"2013/10/03","Thu",1.0325
2456570,"2013/10/04","Fri",1.0276
"(C) 2013 Prof. Werner Antweiler, UBC"
