"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456440,"2013/05/27","Mon",0.74839
2456441,"2013/05/28","Tue",0.74923
2456442,"2013/05/29","Wed",0.74504
2456443,"2013/05/30","Thu",0.74377
2456444,"2013/05/31","Fri",0.74477
"(C) 2013 Prof. Werner Antweiler, UBC"
