"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456622,"2013/11/25","Mon",96.339
2456623,"2013/11/26","Tue",96.154
2456624,"2013/11/27","Wed",96.432
2456625,"2013/11/28","Thu",96.525
2456626,"2013/11/29","Fri",96.712
"(C) 2013 Prof. Werner Antweiler, UBC"
