"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456811,"2014/06/02","Mon",0.99246
2456812,"2014/06/03","Tue",0.99010
2456813,"2014/06/04","Wed",0.98648
2456814,"2014/06/05","Thu",0.98135
2456815,"2014/06/06","Fri",0.98030
"(C) 2014 Prof. Werner Antweiler, UBC"
