"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455859,"2011/10/24","Mon",0.99611
2455860,"2011/10/25","Tue",0.98580
2455861,"2011/10/26","Wed",0.99000
2455862,"2011/10/27","Thu",1.00583
2455863,"2011/10/28","Fri",1.00432
"(C) 2011 Prof. Werner Antweiler, UBC"
