"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456622,"2013/11/25","Mon",1.0357
2456623,"2013/11/26","Tue",1.0397
2456624,"2013/11/27","Wed",1.0406
2456625,"2013/11/28","Thu",1.0380
2456626,"2013/11/29","Fri",1.0340
"(C) 2013 Prof. Werner Antweiler, UBC"
