"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456384,"2013/04/01","Mon",0.98357
2456385,"2013/04/02","Tue",0.98542
2456386,"2013/04/03","Wed",0.98678
2456387,"2013/04/04","Thu",0.98629
2456388,"2013/04/05","Fri",0.98126
"(C) 2013 Prof. Werner Antweiler, UBC"
