"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456531,"2013/08/26","Mon",0.95111
2456532,"2013/08/27","Tue",0.95211
2456533,"2013/08/28","Wed",0.95329
2456534,"2013/08/29","Thu",0.95003
2456535,"2013/08/30","Fri",0.94760
"(C) 2013 Prof. Werner Antweiler, UBC"
