"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456629,"2013/12/02","Mon",1.0337
2456630,"2013/12/03","Tue",1.0281
2456631,"2013/12/04","Wed",1.0380
2456632,"2013/12/05","Thu",1.0366
2456633,"2013/12/06","Fri",1.0316
"(C) 2013 Prof. Werner Antweiler, UBC"
