"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456468,"2013/06/24","Mon",0.61641
2456469,"2013/06/25","Tue",0.61698
2456470,"2013/06/26","Wed",0.62305
2456471,"2013/06/27","Thu",0.62637
2456472,"2013/06/28","Fri",0.62551
"(C) 2013 Prof. Werner Antweiler, UBC"
