"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456216,"2012/10/15","Mon",1.0221
2456217,"2012/10/16","Tue",1.0148
2456218,"2012/10/17","Wed",1.0208
2456219,"2012/10/18","Thu",1.0196
2456220,"2012/10/19","Fri",1.0069
2456223,"2012/10/22","Mon",1.0062
2456224,"2012/10/23","Tue",1.0066
2456225,"2012/10/24","Wed",1.0054
2456226,"2012/10/25","Thu",1.0058
2456227,"2012/10/26","Fri",1.0010
"(C) 2012 Prof. Werner Antweiler, UBC"
