"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456202,"2012/10/01","Mon",0.78889
2456203,"2012/10/02","Tue",0.78561
2456204,"2012/10/03","Wed",0.78487
2456205,"2012/10/04","Thu",0.78315
2456206,"2012/10/05","Fri",0.78438
"(C) 2012 Prof. Werner Antweiler, UBC"
