"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456167,"2012/08/27","Mon",0.97333
2456168,"2012/08/28","Tue",0.97647
2456169,"2012/08/29","Wed",0.97685
2456170,"2012/08/30","Thu",0.97809
2456171,"2012/08/31","Fri",0.98126
2456175,"2012/09/04","Tue",0.99118
2456176,"2012/09/05","Wed",0.99069
2456177,"2012/09/06","Thu",0.98951
2456178,"2012/09/07","Fri",0.98435
"(C) 2012 Prof. Werner Antweiler, UBC"
