"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455649,"2011/03/28","Mon",1.0248
2455650,"2011/03/29","Tue",1.0245
2455651,"2011/03/30","Wed",1.0294
2455652,"2011/03/31","Thu",1.0290
2455653,"2011/04/01","Fri",1.0385
"(C) 2011 Prof. Werner Antweiler, UBC"
