"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456444,"2013/05/31","Fri",0.96721
2456447,"2013/06/03","Mon",0.97172
2456448,"2013/06/04","Tue",0.96637
2456449,"2013/06/05","Wed",0.96665
2456450,"2013/06/06","Thu",0.97675
2456451,"2013/06/07","Fri",0.97943
"(C) 2013 Prof. Werner Antweiler, UBC"
