"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455593,"2011/01/31","Mon",0.72754
2455594,"2011/02/01","Tue",0.73078
2455595,"2011/02/02","Wed",0.73443
2455596,"2011/02/03","Thu",0.73970
2455597,"2011/02/04","Fri",0.74355
"(C) 2011 Prof. Werner Antweiler, UBC"
