"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456076,"2012/05/28","Mon",0.62259
2456077,"2012/05/29","Tue",0.62410
2456078,"2012/05/30","Wed",0.62602
2456079,"2012/05/31","Thu",0.62727
2456080,"2012/06/01","Fri",0.62629
"(C) 2012 Prof. Werner Antweiler, UBC"
