"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456258,"2012/11/26","Mon",1.0051
2456259,"2012/11/27","Tue",1.0064
2456260,"2012/11/28","Wed",1.0071
2456261,"2012/11/29","Thu",1.0071
2456262,"2012/11/30","Fri",1.0069
"(C) 2012 Prof. Werner Antweiler, UBC"
