"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456112,"2012/07/03","Tue",0.94029
2456113,"2012/07/04","Wed",0.94706
2456114,"2012/07/05","Thu",0.95712
2456115,"2012/07/06","Fri",0.95868
"(C) 2012 Prof. Werner Antweiler, UBC"
