"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456195,"2012/09/24","Mon",0.79045
2456196,"2012/09/25","Tue",0.79070
2456197,"2012/09/26","Wed",0.79051
2456198,"2012/09/27","Thu",0.79145
2456199,"2012/09/28","Fri",0.79076
"(C) 2012 Prof. Werner Antweiler, UBC"
