"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456629,"2013/12/02","Mon",0.94038
2456630,"2013/12/03","Tue",0.93791
2456631,"2013/12/04","Wed",0.93493
2456632,"2013/12/05","Thu",0.94003
2456633,"2013/12/06","Fri",0.93782
"(C) 2013 Prof. Werner Antweiler, UBC"
