"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455107,"2009/10/02","Fri",0.92208
2455110,"2009/10/05","Mon",0.92963
2455111,"2009/10/06","Tue",0.94598
2455112,"2009/10/07","Wed",0.94171
2455113,"2009/10/08","Thu",0.94922
2455114,"2009/10/09","Fri",0.95932
"(C) 2009 Prof. Werner Antweiler, UBC"
