"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455614,"2011/02/21","Mon",0.62625
2455615,"2011/02/22","Tue",0.62889
2455616,"2011/02/23","Wed",0.62127
2455617,"2011/02/24","Thu",0.63087
2455618,"2011/02/25","Fri",0.63416
"(C) 2011 Prof. Werner Antweiler, UBC"
